"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.original_language","Input.original_text","Input.translated_language","Input.translated_text","Answer.type.acceptable","Answer.type.not_acceptable","Answer.type.perfect","Approve","Reject"
"31YWE12TFH3ZSILJI6MBTT1TZU17XS","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:36 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:36 PST 2024","","","3VD82FOHK8FLWAZGYZCSFMX441ACO9","A3GMI2TQ1ZA9LJ","Approved","Wed Jan 03 12:38:02 PST 2024","Wed Jan 03 12:51:15 PST 2024","Sat Jan 06 12:51:15 PST 2024","Thu Jan 04 09:49:08 PST 2024","","","793","100% (8/8)","0% (0/0)","0% (0/0)","English","Write a function to trim each tuple by k in the given tuple list.","Spanish","Escribe una función para recortar cada tupla en k en la lista de tuplas dada.","false","false","true"
"31YWE12TFH3ZSILJI6MBTT1TZU17XS","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:36 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:36 PST 2024","","","358010RM5WK4PSJ8Q7UTORCM1CUVXV","AABRVOZP1MJ2G","Approved","Wed Jan 03 12:38:06 PST 2024","Wed Jan 03 13:12:01 PST 2024","Sat Jan 06 13:12:01 PST 2024","Thu Jan 04 09:49:08 PST 2024","","","2035","100% (3/3)","0% (0/0)","0% (0/0)","English","Write a function to trim each tuple by k in the given tuple list.","Spanish","Escribe una función para recortar cada tupla en k en la lista de tuplas dada.","false","false","true"
"3XQ4XW3OEQ3KA02EIKZTYU3T9ZD2SZ","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:36 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:36 PST 2024","","","3UN61F00HEG3U2IHBH6OVBWZN785R3","ATCL1ESZE67ZY","Approved","Wed Jan 03 12:37:37 PST 2024","Wed Jan 03 12:42:23 PST 2024","Sat Jan 06 12:42:23 PST 2024","Thu Jan 04 09:50:13 PST 2024","","","286","100% (3/3)","0% (0/0)","0% (0/0)","English","Write a function to perform index wise multiplication of tuple elements in the given two tuples.","Spanish","Escriba una función para realizar la multiplicación por índice de elementos de tupla en las dos tuplas dadas.","true","false","false"
"3XQ4XW3OEQ3KA02EIKZTYU3T9ZD2SZ","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:36 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:36 PST 2024","","","3Y9N9SS8LG26FDC8FXNBBPHBUAPD3E","A26PKX6JUGBIC","Approved","Wed Jan 03 12:36:40 PST 2024","Wed Jan 03 13:07:20 PST 2024","Sat Jan 06 13:07:20 PST 2024","Thu Jan 04 09:50:13 PST 2024","","","1840","100% (1/1)","0% (0/0)","0% (0/0)","English","Write a function to perform index wise multiplication of tuple elements in the given two tuples.","Spanish","Escriba una función para realizar la multiplicación por índice de elementos de tupla en las dos tuplas dadas.","false","false","true"
"3UQ1LLR27RZMBQ2SBQV7SQ8WTTXAL0","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:36 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:36 PST 2024","","","3N4BPTXIOQJYSDV1MY5Z2B21RW6KU6","AICGHPPLV9D35","Approved","Wed Jan 03 12:37:55 PST 2024","Wed Jan 03 12:39:31 PST 2024","Sat Jan 06 12:39:31 PST 2024","Thu Jan 04 09:50:07 PST 2024","","","96","100% (4/4)","0% (0/0)","0% (0/0)","English","Write a python function to count the occurence of all elements of list in a tuple.","Spanish","Escriba una función de Python para contar la aparición de todos los elementos de la lista en una tupla.","false","false","true"
"3UQ1LLR27RZMBQ2SBQV7SQ8WTTXAL0","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:36 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:36 PST 2024","","","32N49TQG3Y9STFBFFX2F4J1O0RMAV7","A2WB0HKE3RFYIS","Approved","Wed Jan 03 12:37:53 PST 2024","Wed Jan 03 12:58:06 PST 2024","Sat Jan 06 12:58:06 PST 2024","Thu Jan 04 09:50:08 PST 2024","","","1213","100% (14/14)","0% (0/0)","0% (0/0)","English","Write a python function to count the occurence of all elements of list in a tuple.","Spanish","Escriba una función de Python para contar la aparición de todos los elementos de la lista en una tupla.","false","false","true"
"309D674SIGCYRWDE4R24KI2FH24CBH","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:45 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:45 PST 2024","","","3PS7W85Z8HTZB4XLIWO0762JXOO9TB","A2UM9PEWDWXFC3","Approved","Wed Jan 03 12:37:40 PST 2024","Wed Jan 03 12:42:26 PST 2024","Sat Jan 06 12:42:26 PST 2024","Thu Jan 04 09:49:05 PST 2024","","","286","100% (28/28)","0% (0/0)","0% (0/0)","English","Write a python function to find the character made by adding the ASCII value of all the characters of the given string modulo 26.","Spanish","Escriba una función de Python para encontrar el carácter creado sumando el valor ASCII de todos los caracteres de la cadena dada módulo 26.","false","false","true"
"309D674SIGCYRWDE4R24KI2FH24CBH","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:45 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:45 PST 2024","","","3U4J9857OW2V1ZFB3DZVTG5RWR0B7B","A2IJB4OB3813NG","Approved","Wed Jan 03 13:38:12 PST 2024","Wed Jan 03 13:39:41 PST 2024","Sat Jan 06 13:39:41 PST 2024","Thu Jan 04 09:49:05 PST 2024","","","89","100% (11/11)","0% (0/0)","0% (0/0)","English","Write a python function to find the character made by adding the ASCII value of all the characters of the given string modulo 26.","Spanish","Escriba una función de Python para encontrar el carácter creado sumando el valor ASCII de todos los caracteres de la cadena dada módulo 26.","true","false","false"
"3SSN80MU9TFNNXS310BKXY6F5E0XKN","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:36 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:36 PST 2024","","","39RP059MEZKEM2MY7J1KCY2HRGUMBW","A3TLX8LHSDBKYM","Approved","Wed Jan 03 12:36:45 PST 2024","Wed Jan 03 12:38:58 PST 2024","Sat Jan 06 12:38:58 PST 2024","Thu Jan 04 09:49:59 PST 2024","","","133","100% (18/18)","0% (0/0)","0% (0/0)","English","Write a function to find cubes of individual elements in a list.","Spanish","Escribe una función para encontrar cubos de elementos individuales en una lista.","true","false","false"
"3SSN80MU9TFNNXS310BKXY6F5E0XKN","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:36 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:36 PST 2024","","","3MHW492WWI4TVGK4C0SKDAWOU8AMV2","AQY9J7V702BUL","Approved","Wed Jan 03 12:37:25 PST 2024","Wed Jan 03 13:04:39 PST 2024","Sat Jan 06 13:04:39 PST 2024","Thu Jan 04 09:50:00 PST 2024","","","1634","100% (3/3)","0% (0/0)","0% (0/0)","English","Write a function to find cubes of individual elements in a list.","Spanish","Escribe una función para encontrar cubos de elementos individuales en una lista.","true","false","false"
"3LCXHSGDMAXC5GEUB4UU0VCI623ESD","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:46 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:46 PST 2024","","","3IQ1VMJRYBBUW8YCCWXJC1CR9Z39AQ","A3MT7611EZAFMC","Approved","Wed Jan 03 12:43:29 PST 2024","Wed Jan 03 12:49:26 PST 2024","Sat Jan 06 12:49:26 PST 2024","Thu Jan 04 09:49:51 PST 2024","","","357","100% (24/24)","0% (0/0)","0% (0/0)","English","Write a function to find the nth number in the newman conway sequence.","Spanish","Escribe una función para encontrar el enésimo número en la secuencia de Newman Conway.","true","false","false"
"3LCXHSGDMAXC5GEUB4UU0VCI623ESD","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:46 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:46 PST 2024","","","3ZWFC4W1UCYVWZB6HTJXHNNCC1QRFC","A3DLYXS0KM3QIU","Approved","Wed Jan 03 13:39:04 PST 2024","Wed Jan 03 13:44:10 PST 2024","Sat Jan 06 13:44:10 PST 2024","Thu Jan 04 09:49:51 PST 2024","","","306","100% (9/9)","0% (0/0)","0% (0/0)","English","Write a function to find the nth number in the newman conway sequence.","Spanish","Escribe una función para encontrar el enésimo número en la secuencia de Newman Conway.","false","false","true"
"3OZ4VAIBFE608OHQJ0AQ8Y9HAETJV8","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:36 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:36 PST 2024","","","33M4IA01QYSCWL2RHNPJNUNJG6HRXY","A1LZRYDZQMBYFU","Approved","Wed Jan 03 12:36:47 PST 2024","Wed Jan 03 12:50:09 PST 2024","Sat Jan 06 12:50:09 PST 2024","Thu Jan 04 09:49:56 PST 2024","","","802","100% (6/6)","0% (0/0)","0% (0/0)","English","Write a function to calculate the sum of perrin numbers.","Spanish","Escribe una función para calcular la suma de los números de Perrin.","true","false","false"
"3OZ4VAIBFE608OHQJ0AQ8Y9HAETJV8","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:36 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:36 PST 2024","","","32RIADZISAVXZYEUC1NJGTVH9DVS48","AG47YPZS8SZ1F","Approved","Wed Jan 03 12:37:00 PST 2024","Wed Jan 03 13:02:18 PST 2024","Sat Jan 06 13:02:18 PST 2024","Thu Jan 04 09:49:56 PST 2024","","","1518","100% (11/11)","0% (0/0)","0% (0/0)","English","Write a function to calculate the sum of perrin numbers.","Spanish","Escribe una función para calcular la suma de los números de Perrin.","false","false","true"
"3PMR2DOWP5ST7CJQA259YYQZFT154W","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:36 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:36 PST 2024","","","3LRKMWOKBN8KXWLL3FY3J7VMCEZZ2O","AQIV75S3B7FIT","Approved","Wed Jan 03 12:36:46 PST 2024","Wed Jan 03 12:38:44 PST 2024","Sat Jan 06 12:38:44 PST 2024","Thu Jan 04 09:49:58 PST 2024","","","118","100% (9/9)","0% (0/0)","0% (0/0)","English","Write a function to extract specified size of strings from a given list of string values.","Spanish","Escriba una función para extraer el tamaño específico de cadenas de una lista determinada de valores de cadena.","false","true","false"
"3PMR2DOWP5ST7CJQA259YYQZFT154W","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:36 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:36 PST 2024","","","3B837J3LD6N404GSNDJWOM6R1RFRSQ","A2N8EXUP2R3Z3S","Approved","Wed Jan 03 12:36:39 PST 2024","Wed Jan 03 12:40:53 PST 2024","Sat Jan 06 12:40:53 PST 2024","Thu Jan 04 09:49:58 PST 2024","","","254","100% (3/3)","0% (0/0)","0% (0/0)","English","Write a function to extract specified size of strings from a given list of string values.","Spanish","Escriba una función para extraer el tamaño específico de cadenas de una lista determinada de valores de cadena.","false","false","true"
"37YYO3NWIUHH115KIRYZV28XZN4CCO","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:46 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:46 PST 2024","","","3M81GAB8AIA57HKQZC81T7MM1HRQBN","A1D3RZE72BVASL","Approved","Wed Jan 03 12:37:43 PST 2024","Wed Jan 03 12:47:11 PST 2024","Sat Jan 06 12:47:11 PST 2024","Thu Jan 04 09:49:22 PST 2024","","","568","100% (3/3)","0% (0/0)","0% (0/0)","English","Write a function to find the surface area of a sphere.","Spanish","Escribe una función para encontrar el área de superficie de una esfera.","false","false","true"
"37YYO3NWIUHH115KIRYZV28XZN4CCO","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:46 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:46 PST 2024","","","3B3WTRP3DTT5R538ZH446JTTXBB29C","A52BF5BI5VPTZ","Approved","Wed Jan 03 12:37:12 PST 2024","Wed Jan 03 13:29:16 PST 2024","Sat Jan 06 13:29:16 PST 2024","Thu Jan 04 09:49:22 PST 2024","","","3124","100% (1/1)","0% (0/0)","0% (0/0)","English","Write a function to find the surface area of a sphere.","Spanish","Escribe una función para encontrar el área de superficie de una esfera.","false","false","true"
"32W3UF2E05CE6XS5PCSHC4W97ANC4B","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:36 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:36 PST 2024","","","3SNVL38CIMJ26JE107KZ85GVKW0CKP","A2KSQ0LYIEVHNX","Approved","Wed Jan 03 12:38:00 PST 2024","Wed Jan 03 12:45:47 PST 2024","Sat Jan 06 12:45:47 PST 2024","Thu Jan 04 09:49:09 PST 2024","","","467","100% (3/3)","0% (0/0)","0% (0/0)","English","Write a function to remove all whitespaces from the given string.","Spanish","Escriba una función para eliminar todos los espacios en blanco de la cadena dada.","false","false","true"
"32W3UF2E05CE6XS5PCSHC4W97ANC4B","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:36 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:36 PST 2024","","","3L0KT67Y8W7DX5SE18BQWIZO4EUYSZ","AE31UX9T4VXT7","Approved","Wed Jan 03 12:36:52 PST 2024","Wed Jan 03 13:00:13 PST 2024","Sat Jan 06 13:00:13 PST 2024","Thu Jan 04 09:49:09 PST 2024","","","1401","100% (15/15)","0% (0/0)","0% (0/0)","English","Write a function to remove all whitespaces from the given string.","Spanish","Escriba una función para eliminar todos los espacios en blanco de la cadena dada.","false","false","true"
"385MDVINGT6DNDHV9AFMU0SVHNVJWI","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:36 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:36 PST 2024","","","3EJPLAJKE478FX4MQHA69KCYSJ1Z65","A1PB9X3QTQVJ2X","Approved","Wed Jan 03 12:36:47 PST 2024","Wed Jan 03 12:41:54 PST 2024","Sat Jan 06 12:41:54 PST 2024","Thu Jan 04 09:49:22 PST 2024","","","307","100% (15/15)","0% (0/0)","0% (0/0)","English","Write a function that gives loss amount on a sale if the given amount has loss else return 0.","Spanish","Escriba una función que proporcione el monto de la pérdida en una venta si el monto dado tiene pérdida; de lo contrario, devolverá 0.","true","false","false"
"385MDVINGT6DNDHV9AFMU0SVHNVJWI","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:36 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:36 PST 2024","","","3NQL1CS159ZTPX9IV3GV75JV3IOYV4","ACU8RTAZQU1GP","Approved","Wed Jan 03 12:36:44 PST 2024","Wed Jan 03 13:34:31 PST 2024","Sat Jan 06 13:34:31 PST 2024","Thu Jan 04 09:49:22 PST 2024","","","3467","100% (11/11)","0% (0/0)","0% (0/0)","English","Write a function that gives loss amount on a sale if the given amount has loss else return 0.","Spanish","Escriba una función que proporcione el monto de la pérdida en una venta si el monto dado tiene pérdida; de lo contrario, devolverá 0.","false","false","true"
"3M47JKRKDESQ9H66RO5R7GK4DA886M","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:46 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:46 PST 2024","","","3GNA64GUZWV3I13HY2HOQLMURL65Q2","A3TLX8LHSDBKYM","Approved","Wed Jan 03 12:38:59 PST 2024","Wed Jan 03 12:41:56 PST 2024","Sat Jan 06 12:41:56 PST 2024","Thu Jan 04 09:49:52 PST 2024","","","177","100% (18/18)","0% (0/0)","0% (0/0)","English","Write a function to find nth centered hexagonal number.","Spanish","Escribe una función para encontrar el enésimo número hexagonal centrado.","true","false","false"
"3M47JKRKDESQ9H66RO5R7GK4DA886M","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:46 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:46 PST 2024","","","3SITXWYCND0PGEL2LQ3TNFIFYKFBX6","A2WB0HKE3RFYIS","Approved","Wed Jan 03 12:37:52 PST 2024","Wed Jan 03 12:57:58 PST 2024","Sat Jan 06 12:57:58 PST 2024","Thu Jan 04 09:49:52 PST 2024","","","1206","100% (14/14)","0% (0/0)","0% (0/0)","English","Write a function to find nth centered hexagonal number.","Spanish","Escribe una función para encontrar el enésimo número hexagonal centrado.","false","false","true"
"37OPIVELVBUKPUJ2K5G90YFPCCOHA0","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:36 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:36 PST 2024","","","33PPUNGG3QW11G26I5D4KF3UO6FRZV","A3VXZVADINLMYZ","Approved","Wed Jan 03 12:36:51 PST 2024","Wed Jan 03 12:38:48 PST 2024","Sat Jan 06 12:38:48 PST 2024","Thu Jan 04 09:49:20 PST 2024","","","117","100% (3/3)","0% (0/0)","0% (0/0)","English","Write a python function to find the sum of even factors of a number.","Spanish","Escribe una función de Python para encontrar la suma de los factores pares de un número.","false","true","false"
"37OPIVELVBUKPUJ2K5G90YFPCCOHA0","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:36 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:36 PST 2024","","","3Z7ISHFUHIMVJBNAJW74TY8PYERZ8R","A24AR97B8LD8Z7","Approved","Wed Jan 03 12:36:47 PST 2024","Wed Jan 03 12:40:27 PST 2024","Sat Jan 06 12:40:27 PST 2024","Thu Jan 04 09:49:20 PST 2024","","","220","100% (17/17)","0% (0/0)","0% (0/0)","English","Write a python function to find the sum of even factors of a number.","Spanish","Escribe una función de Python para encontrar la suma de los factores pares de un número.","false","false","true"
"329E6HTMTDTB7ZLPHB4WQIHBYJ0K3B","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:46 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:46 PST 2024","","","3LOTDFNYAPQ04VSSGNT34MVT4G0FWY","AKDNGRS3Z39JJ","Approved","Wed Jan 03 12:37:47 PST 2024","Wed Jan 03 12:38:14 PST 2024","Sat Jan 06 12:38:14 PST 2024","Thu Jan 04 09:49:08 PST 2024","","","27","100% (13/13)","0% (0/0)","0% (0/0)","English","Write a function to merge three dictionaries into a single dictionary.","Spanish","Escriba una función para fusionar tres diccionarios en un solo diccionario.","true","false","false"
"329E6HTMTDTB7ZLPHB4WQIHBYJ0K3B","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:46 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:46 PST 2024","","","3RXPCZQMQ72DHU8KUJA0TH5B9IRG1Z","A2GKYR5YZ6L6WX","Approved","Wed Jan 03 12:38:18 PST 2024","Wed Jan 03 12:48:58 PST 2024","Sat Jan 06 12:48:58 PST 2024","Thu Jan 04 09:49:08 PST 2024","","","640","100% (7/7)","0% (0/0)","0% (0/0)","English","Write a function to merge three dictionaries into a single dictionary.","Spanish","Escriba una función para fusionar tres diccionarios en un solo diccionario.","true","false","false"
"3D06DR523MA6H8KDB2WMS3NLTYNAM2","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:36 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:36 PST 2024","","","30IQTZXKA2XOWRISNA643YMW7GI0X9","A2SC6MGQLVV0MG","Approved","Wed Jan 03 12:36:54 PST 2024","Wed Jan 03 12:40:51 PST 2024","Sat Jan 06 12:40:51 PST 2024","Thu Jan 04 09:49:27 PST 2024","","","237","100% (19/19)","0% (0/0)","0% (0/0)","English","Write a function that matches a word containing 'z'.","Spanish","Escribe una función que coincida con una palabra que contenga &#39;z&#39;.","false","true","false"
"3D06DR523MA6H8KDB2WMS3NLTYNAM2","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:36 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:36 PST 2024","","","3G2UL9A02V5PVNYG7MINI0JZIQP67L","ABAS2TDHHO814","Approved","Wed Jan 03 12:38:18 PST 2024","Wed Jan 03 12:50:19 PST 2024","Sat Jan 06 12:50:19 PST 2024","Thu Jan 04 09:49:27 PST 2024","","","721","100% (7/7)","0% (0/0)","0% (0/0)","English","Write a function that matches a word containing 'z'.","Spanish","Escribe una función que coincida con una palabra que contenga &#39;z&#39;.","false","false","true"
"3UOMW19E7UXW2GW53HBRHW2N76I5C9","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:46 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:46 PST 2024","","","3NJM2BJS4EX3HABHDZP74M2UE66CPQ","A2WB0HKE3RFYIS","Approved","Wed Jan 03 12:38:02 PST 2024","Wed Jan 03 12:58:16 PST 2024","Sat Jan 06 12:58:16 PST 2024","Thu Jan 04 09:50:07 PST 2024","","","1214","100% (14/14)","0% (0/0)","0% (0/0)","English","Write a function to get the frequency of all the elements in a list, returned as a dictionary.","Spanish","Escriba una función para obtener la frecuencia de todos los elementos de una lista, devuelta como un diccionario.","true","false","false"
"3UOMW19E7UXW2GW53HBRHW2N76I5C9","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:46 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:46 PST 2024","","","37Z929RLGRZHGJTKR2ORO179PCCST4","A1Y8FC2FCI0RZ5","Approved","Wed Jan 03 13:38:13 PST 2024","Wed Jan 03 13:39:50 PST 2024","Sat Jan 06 13:39:50 PST 2024","Thu Jan 04 09:50:07 PST 2024","","","97","100% (23/23)","0% (0/0)","0% (0/0)","English","Write a function to get the frequency of all the elements in a list, returned as a dictionary.","Spanish","Escriba una función para obtener la frecuencia de todos los elementos de una lista, devuelta como un diccionario.","false","false","true"
"3EN4YVUOVTJSCDMLJFB8WJ62QP1JXB","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:36 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:36 PST 2024","","","3WETL7AQWBZBB0XF0R5SDDTJHTS53Z","AL29AVTJTQ3Y","Approved","Wed Jan 03 12:37:32 PST 2024","Wed Jan 03 12:38:15 PST 2024","Sat Jan 06 12:38:15 PST 2024","Thu Jan 04 09:49:34 PST 2024","","","43","100% (30/30)","0% (0/0)","0% (0/0)","English","Write a function to check whether the given month number contains 31 days or not.","Spanish","Escriba una función para verificar si el número de mes dado contiene 31 días o no.","true","false","false"
"3EN4YVUOVTJSCDMLJFB8WJ62QP1JXB","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:36 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:36 PST 2024","","","388U7OUMFPS4ZVWGEB0CEG086ZX0RD","A1LZRYDZQMBYFU","Approved","Wed Jan 03 12:36:51 PST 2024","Wed Jan 03 12:50:25 PST 2024","Sat Jan 06 12:50:25 PST 2024","Thu Jan 04 09:49:34 PST 2024","","","814","100% (6/6)","0% (0/0)","0% (0/0)","English","Write a function to check whether the given month number contains 31 days or not.","Spanish","Escriba una función para verificar si el número de mes dado contiene 31 días o no.","true","false","false"
